,geometry,type,description
2381,"LINESTRING (-106.660259105 36.803148195, -106.660543501 36.802781895, -106.660571903 36.8023699, -106.660201602 36.801934898, -106.6597175 36.801614597, -106.6592336 36.801591799, -106.658749804 36.801729396, -106.657981306 36.801821098, -106.6576396 36.801752597, -106.6573833 36.801477894, -106.657269306 36.8011804, -106.657326005 36.800791197, -106.657923505 36.800150096, -106.658492707 36.799829394, -106.658606507 36.799691997, -106.6584922 36.798845194, -106.658378303 36.798616298, -106.658093505 36.798387393, -106.656101003 36.798227698, -106.655531704 36.798342399, -106.651091404 36.798686795, -106.649924301 36.798480995, -106.648700103 36.797908999, -106.647390701 36.797726095, -106.647219807 36.797543094, -106.647105806 36.796833396, -106.646935001 36.796490096, -106.646194905 36.796192497, -106.645739406 36.7958951, -106.645540006 36.795666195, -106.645369001 36.794750594, -106.645226605 36.794521697, -106.644856505 36.7942013, -106.643803306 36.7939725, -106.643461704 36.793812297, -106.643091701 36.7934919, -106.642949201 36.793240197)",tributary,Tributary river flows upstream of USGS-08290000
2382,"LINESTRING (-106.5983316 36.707447194, -106.5983316 36.707355596, -106.600464202 36.706325799, -106.6008339 36.705982499, -106.6008057 36.704540193, -106.601004906 36.704150997, -106.602085501 36.703052394)",tributary,Tributary river flows upstream of USGS-08290000
2383,"LINESTRING (-106.8137087 36.804151595, -106.813490205 36.804159097, -106.812657401 36.804344796, -106.811780706 36.803794995, -106.811529003 36.802056894, -106.811911106 36.801393598, -106.811497606 36.798538193, -106.810881704 36.797587499, -106.810630105 36.795849398, -106.810733505 36.795462795, -106.811569706 36.7946328, -106.812293507 36.791926399, -106.812392406 36.790408194, -106.812913902 36.789606497, -106.812879302 36.789479494, -106.812696204 36.788906097)",tributary,Tributary river flows upstream of USGS-08290000
2384,"LINESTRING (-106.691041701 36.815816596, -106.690216303 36.815885693, -106.689190902 36.815428495, -106.688906103 36.815382794, -106.687767506 36.8156811, -106.687283501 36.815543994, -106.686628707 36.815590099, -106.6858318 36.815910995, -106.684351407 36.816049196, -106.684038103 36.815911897, -106.683354802 36.815958098, -106.682984605 36.815843798, -106.682643004 36.815889694, -106.682159305 36.816256195, -106.681305304 36.816325299, -106.680935003 36.816165194, -106.680223301 36.816165596, -106.679653801 36.8160972, -106.679226503 36.815799795, -106.678514704 36.815731496, -106.678400703 36.815525599, -106.678172804 36.815411195, -106.676891603 36.815297298, -106.6766067 36.815137297, -106.676549606 36.814931199, -106.676407203 36.814839698, -106.675866202 36.814725496, -106.674869701 36.814657196, -106.674584903 36.814519994, -106.673616901 36.814428799, -106.673303604 36.814199999, -106.673189603 36.813856699, -106.672562703 36.813101597, -106.672306202 36.812666796, -106.671594203 36.812254995, -106.671224102 36.812140696, -106.670910805 36.812117897, -106.6697153 36.812393099, -106.669145904 36.812255993, -106.668490805 36.8118442, -106.668035105 36.811409496, -106.667180702 36.8110663, -106.666725107 36.810814694, -106.666497104 36.810471393, -106.665642701 36.809876494, -106.665471703 36.809487499, -106.664759606 36.808640696, -106.664389402 36.808389097, -106.663449802 36.808000199, -106.6630795 36.807611197, -106.663022503 36.807313696, -106.663107805 36.807222098, -106.663620107 36.807084598, -106.664673202 36.8065577, -106.664701603 36.806420296, -106.664046407 36.805756599, -106.663875401 36.805482, -106.663988702 36.804199994, -106.663874701 36.804108493, -106.663647003 36.804085694, -106.663305402 36.804223195, -106.662565604 36.804795697, -106.661882505 36.8050019, -106.661455505 36.8048876, -106.660971403 36.804590195, -106.660601206 36.804269798, -106.660401806 36.803949393, -106.660372905 36.8032398, -106.660259105 36.803148195)",tributary,Tributary river flows upstream of USGS-08290000
2385,"LINESTRING (-106.659889102 36.803400196, -106.660259105 36.803148195)",tributary,Tributary river flows upstream of USGS-08290000
2386,"LINESTRING (-106.5950609 36.711315393, -106.594918706 36.711292498, -106.594492406 36.710811697, -106.594549403 36.710033298, -106.595061406 36.709529795, -106.596540101 36.708912, -106.596909806 36.708568595, -106.597649202 36.707653098, -106.5983316 36.707447194)",tributary,Tributary river flows upstream of USGS-08290000
2387,"LINESTRING (-106.5950609 36.711315393, -106.595174804 36.710994899, -106.5954023 36.710788995, -106.596539706 36.710537396, -106.596994601 36.710331298, -106.597250603 36.709965199, -106.597250804 36.709140994, -106.597364604 36.708843395, -106.5979333 36.7083399, -106.5983316 36.707447194)",tributary,Tributary river flows upstream of USGS-08290000
2388,"LINESTRING (-106.815700203 36.805434495, -106.815472402 36.8053656, -106.815131404 36.804862, -106.814477101 36.804357998, -106.814107105 36.804174699, -106.8137087 36.804151595)",tributary,Tributary river flows upstream of USGS-08290000
2389,"LINESTRING (-106.692150906 36.814419597, -106.691695504 36.814580098, -106.6912973 36.814946599, -106.691041403 36.815381698, -106.691041701 36.815816596)",tributary,Tributary river flows upstream of USGS-08290000
2390,"LINESTRING (-106.752466001 36.849956393, -106.750598803 36.848638996, -106.749287203 36.847747698, -106.748773605 36.847198799, -106.748230904 36.846283793, -106.747888707 36.845986597, -106.747460507 36.845391899, -106.747288905 36.8449343, -106.747231305 36.844522297, -106.747059606 36.8440874, -106.746802904 36.843813099, -106.745691404 36.843356498, -106.744750701 36.842876695, -106.743069403 36.842237495, -106.742698804 36.841917396, -106.742184706 36.840956397, -106.741129607 36.840133496, -106.739647701 36.839425296, -106.739219703 36.838944994, -106.738307402 36.838282093, -106.737709105 36.8380538, -106.7359147 36.837849498, -106.735316306 36.837666899, -106.734575301 36.837186895, -106.732808307 36.836341597, -106.732353002 36.836502299, -106.731982805 36.836548395, -106.731583603 36.836182497, -106.730785504 36.835679598, -106.729019001 36.835040197, -106.728278205 36.834628895, -106.727907404 36.8342629, -106.727023803 36.8336685, -106.726453602 36.833142594, -106.724800907 36.832365699, -106.724032104 36.832412198, -106.723604903 36.832343899, -106.722750202 36.832046896, -106.7218953 36.8315899, -106.720841303 36.831361897, -106.719986804 36.831064999, -106.718361907 36.829692796, -106.717706904 36.829601794, -106.716880701 36.829258993, -106.715570904 36.829259999, -106.715086401 36.8289629, -106.714545205 36.828825898, -106.713975705 36.828849293, -106.713377304 36.828460597, -106.712665305 36.828392498, -106.711411804 36.827798195, -106.710756205 36.827295095, -106.710186504 36.826997995, -106.709616505 36.8265405, -106.709559307 36.826311596, -106.709729604 36.825830795, -106.709273204 36.8251215, -106.708703205 36.824664094, -106.707934201 36.824481599, -106.707506903 36.824298695, -106.707079403 36.823864095, -106.706652105 36.823727094, -106.7061112 36.823750399, -106.705512807 36.823453195, -106.704431005 36.823636994, -106.704174705 36.823522694, -106.703747503 36.823477298, -106.703120604 36.823019795, -106.702579401 36.822837099, -106.702123903 36.822860293, -106.701810904 36.823089398, -106.701156102 36.823112696, -106.699959807 36.8226557, -106.699247703 36.822289899, -106.697480805 36.820734397, -106.696655206 36.820803493, -106.696427301 36.820597596, -106.6963984 36.820322998, -106.696711406 36.820025198, -106.696768202 36.819841996, -106.695571907 36.819362096, -106.695229903 36.819041796, -106.694972903 36.818263695, -106.694631003 36.817989193, -106.693890803 36.817898095, -106.693748206 36.817715093, -106.693776004 36.816913798, -106.693405502 36.816524796, -106.692835905 36.8162276, -106.691041701 36.815816596)",tributary,Tributary river flows upstream of USGS-08290000
2391,"LINESTRING (-106.666744605 36.845312096, -106.666659206 36.8451977, -106.666658007 36.843366295, -106.667084701 36.8424505, -106.667112902 36.841763794, -106.666913405 36.841534995, -106.666058704 36.841077395, -106.665631302 36.8407114, -106.665574104 36.840207793, -106.665886804 36.839406498, -106.665858001 36.838742696, -106.665487401 36.838101797, -106.665088505 36.837712698, -106.663464807 36.837072298, -106.663236804 36.836843498, -106.663122803 36.836362898, -106.663265005 36.836042397, -106.663293101 36.835378498, -106.663150601 36.835103795, -106.6632642 36.834623098, -106.663491905 36.834325396, -106.664032906 36.834073395, -106.664289102 36.833844393, -106.6647726 36.832768299, -106.666622803 36.831462897, -106.666622505 36.831073597, -106.666308902 36.830387093, -106.665710606 36.829837896, -106.665198006 36.8297465, -106.664685503 36.829861097, -106.663916506 36.8297012, -106.663660303 36.829518095, -106.663517803 36.829289295, -106.663574107 36.828098893, -106.663403101 36.827938698, -106.662976004 36.827847399, -106.661837004 36.827824794, -106.661153503 36.827756397, -106.660555504 36.827504694, -106.659900203 36.827069893, -106.659615301 36.8266351, -106.659358703 36.826017097, -106.6593301 36.825673699, -106.659472302 36.825353198, -106.6599847 36.824963994, -106.660240702 36.8246205, -106.660240203 36.823224097, -106.660097606 36.822926596, -106.658217601 36.821095698, -106.657847404 36.821095899, -106.656053804 36.821439795, -106.654801004 36.821531698, -106.654231504 36.821417399, -106.653946601 36.8211428, -106.653547704 36.820318796, -106.652921103 36.819792494, -106.652750105 36.819494896, -106.652038105 36.818785399, -106.652094804 36.818304695, -106.652464807 36.817938298, -106.652806304 36.817182794, -106.652948305 36.816198498, -106.653062105 36.816083893, -106.653061807 36.815351397, -106.6529475 36.814206898, -106.652719401 36.813611798, -106.652890101 36.813245498, -106.653174706 36.812993594, -106.654484101 36.812375195, -106.654854104 36.812100396, -106.655366302 36.811413594, -106.655308701 36.809650794, -106.655450806 36.809101395, -106.655962907 36.808506094, -106.656816803 36.8081396, -106.657642007 36.807292394, -106.658324704 36.806055993, -106.658950701 36.805529296, -106.659149803 36.805277497, -106.659661703 36.804109894, -106.659889102 36.803400196)",tributary,Tributary river flows upstream of USGS-08290000
2392,"LINESTRING (-106.653114505 36.804180197, -106.653399102 36.804065794, -106.653883003 36.804019794, -106.654082306 36.804088496, -106.655277707 36.803927898, -106.655591004 36.804110996, -106.656417005 36.8050493, -106.656815507 36.805140793, -106.657128707 36.805140696, -106.657356307 36.804957494, -106.657498501 36.804705597, -106.6577546 36.804499596, -106.658494703 36.804430693, -106.658693902 36.804339096, -106.658807702 36.804155894, -106.6596044 36.803468898, -106.659889102 36.803400196)",tributary,Tributary river flows upstream of USGS-08290000
2393,"LINESTRING (-106.588005401 36.722325198, -106.588090703 36.722302295, -106.588545807 36.7220276, -106.5890579 36.7214325, -106.589115702 36.719051793, -106.5893149 36.718433797, -106.589656301 36.718181998, -106.591163501 36.717632994, -106.591391101 36.717335396, -106.591448106 36.716854699, -106.591277801 36.715824395, -106.591391705 36.715458199, -106.5919891 36.714473896, -106.592813902 36.713810198, -106.593894601 36.713192299, -106.594463401 36.712780394, -106.594947003 36.7119563, -106.5950609 36.711315393)",tributary,Tributary river flows upstream of USGS-08290000
2394,"LINESTRING (-106.823495001 36.812236398, -106.822470807 36.811388895, -106.8218733 36.811045296, -106.819824204 36.810197495, -106.819340602 36.809785299, -106.818914101 36.8090754, -106.8187721 36.808571897, -106.818686701 36.808525994, -106.818601906 36.807816297, -106.818261303 36.806534298, -106.817578502 36.805915996, -106.815956406 36.805457495, -106.815700203 36.805434495)",tributary,Tributary river flows upstream of USGS-08290000
2395,"LINESTRING (-106.764988303 36.816433199, -106.765816003 36.814945996, -106.766186707 36.814557195, -106.767041706 36.813848294, -106.768238306 36.813208498, -106.770175003 36.812523395, -106.771115601 36.811654299, -106.771343403 36.811562896, -106.771827407 36.811540395, -106.773677401 36.811953999, -106.774473801 36.812412493, -106.775184706 36.813008197, -106.775924206 36.8135124, -106.7766352 36.814130999, -106.7774316 36.814612299, -106.778143004 36.814910494, -106.780220605 36.815438598, -106.780960202 36.815805398, -106.781870902 36.8161266, -106.783892006 36.816334099, -106.784774207 36.816609398, -106.785713904 36.816449896, -106.786169 36.816793598, -106.786310807 36.817274399, -106.786566801 36.817549199, -106.786879905 36.817572296, -106.788190201 36.816978194, -106.7898416 36.816658795, -106.790240206 36.816750593, -106.790553205 36.816956796, -106.790837407 36.817323297, -106.791007802 36.817781195, -106.791235402 36.817895897, -106.791548602 36.817918994, -106.793257706 36.817004398, -106.793770202 36.816958994, -106.794339307 36.817096695, -106.794595607 36.817096896, -106.795279205 36.816731095, -106.795535505 36.8167312, -106.796047606 36.817006193, -106.796275407 36.817029193, -106.797016203 36.816388793, -106.7976145 36.816068694, -106.798525706 36.815863296, -106.798895903 36.8156574, -106.799180903 36.815314196, -106.7994949 36.814536095, -106.799637303 36.814421795, -106.800263703 36.814353496, -106.800519802 36.814468093, -106.801316202 36.815109499, -106.801942401 36.815270096, -106.803081207 36.815179199, -106.803793207 36.814927898, -106.804277606 36.814516097, -106.804847606 36.813783899, -106.805901401 36.813143499, -106.806613706 36.812480099, -106.807211801 36.812205695, -106.807268806 36.812114298, -106.807866804 36.811816998, -106.808806807 36.811176494, -106.809632607 36.811062597, -106.810059302 36.811177194, -106.810799003 36.811726995, -106.811225705 36.812162094, -106.811937101 36.812688895, -106.812733904 36.812849596, -106.813360207 36.8127812, -106.814043701 36.812460996, -106.814528003 36.811957598, -106.816295706 36.808593698, -106.816609301 36.8077925, -106.816666603 36.807380594, -106.816467807 36.806647994, -106.816382505 36.806579299, -106.816155203 36.805961095, -106.815700203 36.805434495)",tributary,Tributary river flows upstream of USGS-08290000
2396,"LINESTRING (-106.726632506 36.796516694, -106.7262628 36.796723098, -106.725579903 36.796860993, -106.725210503 36.797364898, -106.725126602 36.798532397, -106.724159501 36.799151294, -106.724046007 36.799380198, -106.7238186 36.799540699, -106.722964905 36.7997474, -106.721940205 36.799771197, -106.7215425 36.800435297, -106.721172705 36.800595894, -106.720688805 36.800573394, -106.719806105 36.800368197, -106.719208404 36.800391495, -106.718781702 36.800597794, -106.717701003 36.801422797, -106.717074901 36.801514894, -106.716790505 36.801766798, -106.716107704 36.802064896, -106.715738706 36.802912198, -106.715768106 36.803644694, -106.715882502 36.804033794, -106.715825707 36.804308496, -106.715371303 36.805155896, -106.715287104 36.806094497, -106.715002902 36.806483798, -106.714377202 36.806987993, -106.714007907 36.8076979, -106.7137236 36.807972796, -106.7130123 36.808385395, -106.712728105 36.808751799, -106.710765205 36.809943594, -106.709683403 36.809921496, -106.708715804 36.810357198, -106.707492001 36.810563996, -106.706951 36.810541496, -106.705811404 36.809718199, -106.705184907 36.809398197, -106.704558402 36.809284098, -106.703334503 36.809422299, -106.702537306 36.8094, -106.701426804 36.809080198, -106.700487204 36.808989294, -106.698978402 36.808990195, -106.698750705 36.809081994, -106.698438004 36.809539996, -106.6981543 36.810455799, -106.697642706 36.811325997, -106.696704105 36.8123108, -106.6964195 36.812471293, -106.695623204 36.813341595, -106.694997206 36.813662499, -106.693830304 36.814075194, -106.692150906 36.814419597)",tributary,Tributary river flows upstream of USGS-08290000
